"Edicao (PTBR)","Edicao (EN)","Edicao (Sigla)","Card (PT)","Card (EN)",Quantidade,"Qualidade (M NM SP MP HP D)","Idioma (BR EN DE ES FR IT JP KO RU TW)","Raridade (M R U C)","Cor (W U B R G M A L)",Extras,"Card #",Comentario
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fangorn, Pastor das Arvores","Fangorn, Tree Shepherd",1,NM,PTEN,R,G,,617,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Faramir, Comandante de Campo","Faramir, Field Commander",1,NM,PTEN,U,W,,465,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Faramir, Principe de Ithilien","Faramir, Prince of Ithilien",1,NM,PTEN,R,M,,653,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fazendeira do Brandevin","Brandywine Farmer",1,NM,PTEN,C,G,,606,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fazendeiro da Quarta Leste","Eastfarthing Farmer",1,NM,PTEN,C,W,,459,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fera Atroz Voraz","Voracious Fell Beast",1,NM,PTEN,U,B,,564,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fera de Guerra de Gorgoroth","Warbeast of Gorgoroth",1,NM,PTEN,C,R,,603,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Ferida de Punhal de Morgul","Morgul-Knife Wound",1,NM,PTEN,C,B,,549,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Ferroada do Hobbit","Hobbit's Sting",1,NM,PTEN,C,W,,471,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Ferroada, o Punhal Reluzente","Sting, the Glinting Dagger",1,NM,PTEN,R,C,,701,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fim da Querela","Quarrel's End",1,NM,PTEN,C,R,,592,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fim Terrivel","Nasty End",1,NM,PTEN,C,B,,550,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Flamiferreira de Erebor","Erebor Flamesmith",1,NM,PTEN,C,R,,573,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Florescimento da Arvore Branca","Flowering of the White Tree",1,NM,PTEN,R,W,,466,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fogo de Orthanc","Fire of Orthanc",1,NM,PTEN,C,R,,578,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Foguetes do Mago","Wizard's Rockets",1,NM,PTEN,C,C,,703,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Frasco de Galadriel","Phial of Galadriel",1,NM,PTEN,R,C,,699,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Frodo Bolseiro","Frodo Baggins",1,NM,PTEN,U,M,,656,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Frodo, Ruina de Sauron","Frodo, Sauron's Bane",1,NM,PTEN,R,W,,469,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fruta d'Ouro, Filha do Rio","Goldberry, River-Daughter",1,NM,PTEN,R,U,,503,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fuga de Orthanc","Escape from Orthanc",1,NM,PTEN,C,W,,463,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Fuga do Aniversario","Birthday Escape",1,NM,PTEN,C,U,,494,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Furia de Gimli","Gimli's Fury",1,NM,PTEN,C,R,,582,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Furia do Ent","Ent's Fury",1,NM,PTEN,C,G,,615,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Galadriel de Lothlorien","Galadriel of Lothlorien",1,NM,PTEN,R,M,,657,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gandalf, Amigo do Condado","Gandalf, Friend of the Shire",1,NM,PTEN,U,U,,501,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gandalf, o Branco","Gandalf the White",1,NM,PTEN,M,W,,470,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gandalf, o Cinza","Gandalf the Grey",1,NM,PTEN,R,M,,658,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gimli, Contador de Abates","Gimli, Counter of Kills",1,NM,PTEN,U,R,,580,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gimli, Vingador Lamentoso","Gimli, Mournful Avenger",1,NM,PTEN,R,M,,660,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Ginete do Folde Ocidental","Westfold Rider",1,NM,PTEN,C,W,,488,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,Glamdring,Glamdring,1,NM,PTEN,M,C,,690,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gloin, Emissario dos Anoes","Gloin, Dwarf Emissary",1,NM,PTEN,R,R,,583,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Glorfindel, Salvador Destemido","Glorfindel, Dauntless Rescuer",1,NM,PTEN,U,G,,622,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Goblin Veterano de Guerra","Battle-Scarred Goblin",1,NM,PTEN,C,R,,566,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gollum, Conspirador Paciente","Gollum, Patient Plotter",1,NM,PTEN,U,B,,535,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Golpe Fatidico de Isildur","Isildur's Fateful Strike",1,NM,PTEN,R,B,,542,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Golpear o Imortal","Smite the Deathless",1,NM,PTEN,C,R,,599,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gorbag de Minas Morgul","Gorbag of Minas Morgul",1,NM,PTEN,U,B,,537,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gothmog, Tenente de Morgul","Gothmog, Morgul Lieutenant",1,NM,PTEN,U,B,,538,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Grande Salao da Cidadela","Great Hall of the Citadel",1,NM,PTEN,C,L,,705,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Grima Lingua de Cobra","Grima Wormtongue",1,NM,PTEN,U,B,,539,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Grishnakh, Instigador Ousado","Grishnakh, Brash Instigator",1,NM,PTEN,U,R,,585,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Grond, o Quebra-portoes","Grond, the Gatebreaker",1,NM,PTEN,U,B,,540,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Guardia do Lago-espelho","Mirrormere Guardian",1,NM,PTEN,C,G,,630,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Guerra da Ultima Alianca","War of the Last Alliance",1,NM,PTEN,R,W,,487,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Guia Galadhrim","Galadhrim Guide",1,NM,PTEN,C,G,,619,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Gwaihir, o Senhor dos Ventos","Gwaihir the Windlord",1,NM,PTEN,U,M,,661,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Historia de Tinuviel","Tale of Tinuviel",1,NM,PTEN,U,W,,485,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Hobbit Agil","Nimble Hobbit",1,NM,PTEN,C,W,,474,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Hora da Ira, Hora da Ruina!","Now for Wrath, Now for Ruin!",1,NM,PTEN,C,W,,475,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Huorn Furioso","Enraged Huorn",1,NM,PTEN,C,G,,613,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Incursao de Orcs","Foray of Orcs",1,NM,PTEN,U,R,,579,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Inscricao Ardente","Fiery Inscription",1,NM,PTEN,U,R,,577,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Ioreth da Casa de Cura","Ioreth of the Healing House",1,NM,PTEN,U,U,,507,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Irromper no Salao","Rush the Room",1,NM,PTEN,C,R,,598,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Isolamento em Orthanc","Isolation at Orthanc",1,NM,PTEN,C,U,,508,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Juramento da Hoste Cinzenta","Oath of the Grey Host",1,NM,PTEN,U,B,,552,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"La e De Volta Outra Vez","There and Back Again",1,NM,PTEN,R,R,,602,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Lamina dos Dunedain","Dunedain Blade",1,NM,PTEN,C,W,,457,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Lamina dos Tumulos",Barrow-Blade,1,NM,PTEN,U,C,,688,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Lancar ao Fogo","Cast into the Fire",1,NM,PTEN,C,R,,569,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Lanceiro Rohirrim","Rohirrim Lancer",1,NM,PTEN,C,R,,597,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Landroval, Testemunha do Horizonte","Landroval, Horizon Witness",1,NM,PTEN,U,W,,472,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Laracna, Filha de Ungoliant","Shelob, Child of Ungoliant",1,NM,PTEN,R,M,,681,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Legolas, Contador de Abates","Legolas, Counter of Kills",1,NM,PTEN,U,M,,663,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Legolas, Mestre Arqueiro","Legolas, Master Archer",1,NM,PTEN,R,G,,624,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,Lembas,Lembas,1,NM,PTEN,C,C,,694,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Livro de Mazarbul","Book of Mazarbul",1,NM,PTEN,U,R,,567,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Lobelia Sacola-Bolseiro","Lobelia Sackville-Baggins",1,NM,PTEN,R,B,,544,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Longa Lista dos Ents","Long List of the Ents",1,NM,PTEN,U,G,,625,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Lorien Revelada","Lorien Revealed",1,NM,PTEN,C,U,,511,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Lotho, Condestavel Corrupto","Lotho, Corrupt Shirriff",1,NM,PTEN,R,M,,664,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Machado de Gimli","Gimli's Axe",1,NM,PTEN,C,R,,581,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Marcha do Portao Negro","March from the Black Gate",1,NM,PTEN,U,B,,545,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Martim-pescador de Ithilien","Ithilien Kingfisher",1,NM,PTEN,C,U,,509,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Mauhur, Capitao Uruk-hai","Mauhur, Uruk-hai Captain",1,NM,PTEN,U,M,,665,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Medicina Enfeiticante","Bewitching Leechcraft",1,NM,PTEN,C,U,,492,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Medo! Fogo! Inimigos!","Fear, Fire, Foes!",1,NM,PTEN,U,R,,576,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Meneldor, Salvador Celere","Meneldor, Swift Savior",1,NM,PTEN,U,U,,513,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Meriadoc Brandebuque","Meriadoc Brandybuck",1,NM,PTEN,U,G,,628,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Merry, Escudeiro de Rohan","Merry, Esquire of Rohan",1,NM,PTEN,R,M,,666,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Mestre de Lanca Haradrim","Haradrim Spearmaster",1,NM,PTEN,C,R,,586,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Mestres Arqueiros Orcs","Orcish Bowmasters",1,NM,PTEN,R,B,,554,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Minas de Moria","Mines of Moria",1,NM,PTEN,R,L,,708,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Minas Tirith","Minas Tirith",1,NM,PTEN,R,L,,707,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Mobilizacao de Mordor","Mordor Muster",1,NM,PTEN,C,B,,547,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Monte da Perdicao","Mount Doom",1,NM,PTEN,M,L,,709,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Morcegos da Floresta das Trevas","Mirkwood Bats",1,NM,PTEN,C,B,,546,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Mordida de Gollum","Gollum's Bite",1,NM,PTEN,U,B,,536,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Muitas Despedidas","Many Partings",1,NM,PTEN,C,G,,627,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Nascer do Dia","Rising of the Day",1,NM,PTEN,U,R,,596,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Navegador dos Portos Cinzentos","Grey Havens Navigator",1,NM,PTEN,C,U,,504,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#551)",1,NM,PTEN,R,B,,551,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#723)",1,NM,PTEN,U,B,,723,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#724)",1,NM,PTEN,U,B,,724,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#725)",1,NM,PTEN,U,B,,725,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#726)",1,NM,PTEN,U,B,,726,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#727)",1,NM,PTEN,U,B,,727,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#728)",1,NM,PTEN,U,B,,728,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#729)",1,NM,PTEN,U,B,,729,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,,"Nazgul (#730)",1,NM,PTEN,U,B,,730,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Nevoeiro nas Colinas dos Tumulos","Fog on the Barrow-Downs",1,NM,PTEN,C,W,,467,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"Nos de Hithlain","Hithlain Knots",1,NM,PTEN,C,U,,505,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"O Anel Vai para o Sul","The Ring Goes South",1,NM,PTEN,R,G,,637,
"O Senhor dos Anéis: Contos da Terra Média (Showcase Scrolls)","Lord of the Rings: Tales of Middle-Earth (Showcase Scrolls)",ssltr,"O Balrog, Ruina de Durin","The Balrog, Durin's Bane",1,NM,PTEN,R,M,,646,
